id,productName,productDescription,productPrice,productType
3087,Quo Lux,Quo Lux_9.46,2.15,Service
3088,Otcom,Otcom_0.2.7,8.54,Hardware
3089,Veribet,Veribet_3.9.2,0.82,Hardware
3090,Hatity,Hatity_3.1.1,3.06,Software
3091,Sonair,Sonair_0.9.0,7.2,Software
3092,Bamity,Bamity_2.8.3,6.81,Service
3093,Tres-Zap,Tres-Zap_2.39,2.44,Service
3094,Zaam-Dox,Zaam-Dox_3.0.7,0.14,Service
3095,Quo Lux,Quo Lux_4.3,5.13,Software
3096,Bytecard,Bytecard_0.5.4,8.71,Service
3097,Toughjoyfax,Toughjoyfax_4.5,2.89,Hardware
3098,Toughjoyfax,Toughjoyfax_0.74,2.04,Software
3099,Toughjoyfax,Toughjoyfax_5.86,1.07,Service
3100,Fixflex,Fixflex_4.2,9.43,Software
3101,Tin,Tin_5.09,8.47,Service
3102,Veribet,Veribet_9.66,6.22,Hardware
3103,Zontrax,Zontrax_9.1.5,7.18,Hardware
3104,Voyatouch,Voyatouch_0.76,2.39,Service
3105,Voltsillam,Voltsillam_0.11,8.18,Service
3106,Keylex,Keylex_5.0,0.22,Software
3107,Tresom,Tresom_0.9.1,0.45,Hardware
3108,Bitchip,Bitchip_4.0,1.44,Hardware
3109,Voltsillam,Voltsillam_0.4.7,1.59,Service
3110,Bitwolf,Bitwolf_0.2.2,9.45,Hardware
3111,Rank,Rank_0.5.7,6.77,Software
3112,Alpha,Alpha_0.85,4.66,Service
3113,Zamit,Zamit_9.6.2,3.97,Hardware
3114,Treeflex,Treeflex_7.5,4.71,Software
3115,Sonair,Sonair_8.9,5.19,Software
3116,Zamit,Zamit_0.1.7,6.4,Service
3117,Andalax,Andalax_0.4.6,9.69,Service
3118,Redhold,Redhold_0.55,0.55,Hardware
3119,Ronstring,Ronstring_0.85,0.9,Software
3120,Transcof,Transcof_1.13,2.74,Hardware
3121,Solarbreeze,Solarbreeze_6.67,3.58,Hardware
3122,Cookley,Cookley_0.73,9.56,Software
3123,Bamity,Bamity_8.25,1.08,Service
3124,Sonsing,Sonsing_2.3,7.71,Service
3125,Greenlam,Greenlam_6.1.5,6.99,Service
3126,Alphazap,Alphazap_5.3.5,1.25,Service
3127,Toughjoyfax,Toughjoyfax_0.2.4,3.79,Service
3128,Greenlam,Greenlam_0.2.5,4.83,Software
3129,Tresom,Tresom_0.17,7.53,Software
3130,Tres-Zap,Tres-Zap_4.15,6.27,Service
3131,Zontrax,Zontrax_5.76,1.3,Service
3132,Span,Span_5.87,0.03,Service
3133,Viva,Viva_9.60,8.56,Hardware
3134,Alpha,Alpha_8.8,6.59,Software
3135,Tin,Tin_6.2,4.64,Software
3136,Asoka,Asoka_2.57,4.8,Hardware
3137,Zaam-Dox,Zaam-Dox_9.7,9.34,Software
3138,Stim,Stim_7.3.3,9.08,Hardware
3139,Latlux,Latlux_2.94,6.88,Software
3140,Hatity,Hatity_4.12,3.88,Service
3141,Ronstring,Ronstring_8.9,0.08,Hardware
3142,Tin,Tin_0.6.3,0.08,Software
3143,Fixflex,Fixflex_3.6,0.53,Software
3144,Konklab,Konklab_8.4.4,3.39,Hardware
3145,Bamity,Bamity_0.4.7,9.78,Hardware
3146,Daltfresh,Daltfresh_2.8.8,4.77,Hardware
3147,Cookley,Cookley_3.8.0,6.72,Service
3148,Flowdesk,Flowdesk_5.8,2.41,Software
3149,Zamit,Zamit_0.72,5.67,Hardware
3150,Holdlamis,Holdlamis_0.62,3.61,Hardware
3151,Bitwolf,Bitwolf_3.51,0.14,Hardware
3152,Fixflex,Fixflex_9.1,2.47,Software
3153,Tempsoft,Tempsoft_5.4.9,4.65,Software
3154,Tresom,Tresom_1.6.1,8.24,Hardware
3155,Regrant,Regrant_7.50,5.44,Software
3156,Bitwolf,Bitwolf_5.14,8.13,Software
3157,Regrant,Regrant_8.5,2.39,Hardware
3158,Regrant,Regrant_0.8.9,0.61,Hardware
3159,Veribet,Veribet_0.8.6,1.12,Hardware
3160,Holdlamis,Holdlamis_9.24,1,Hardware
3161,Konklab,Konklab_0.17,6.18,Software
3162,Fix San,Fix San_4.27,1.14,Software
3163,Bitchip,Bitchip_9.27,3.49,Software
3164,Cardguard,Cardguard_7.17,0.83,Service
3165,Zamit,Zamit_4.32,9.68,Hardware
3166,Voltsillam,Voltsillam_6.81,3.94,Hardware
3167,Opela,Opela_0.3.7,7.49,Service
3168,Tampflex,Tampflex_0.30,4.01,Service
3169,Voltsillam,Voltsillam_0.76,4.9,Hardware
3170,Bamity,Bamity_0.82,4.71,Software
3171,Solarbreeze,Solarbreeze_8.9,2.98,Hardware
3172,Asoka,Asoka_0.93,6.69,Hardware
3173,Andalax,Andalax_0.58,4.43,Hardware
3174,Home Ing,Home Ing_1.3.5,0.77,Service
3175,Otcom,Otcom_8.2,7.96,Service
3176,Subin,Subin_3.9,2.35,Software
3177,Wrapsafe,Wrapsafe_1.2,8.47,Software
3178,Lotstring,Lotstring_5.57,2.38,Software
3179,Andalax,Andalax_0.3.0,0.07,Software
3180,Holdlamis,Holdlamis_0.32,2.4,Software
3181,Keylex,Keylex_9.68,9.21,Software
3182,Viva,Viva_4.16,7.59,Hardware
3183,Quo Lux,Quo Lux_4.8.8,0.6,Service
3184,Tresom,Tresom_4.55,7.21,Hardware
3185,Opela,Opela_6.1,7.87,Hardware
3186,Holdlamis,Holdlamis_6.32,5.62,Software
3187,Tempsoft,Tempsoft_0.24,4.86,Service
3188,Bigtax,Bigtax_1.6.6,8.83,Software
3189,Overhold,Overhold_9.57,7.13,Software
3190,Transcof,Transcof_0.2.6,2.45,Software
3191,Duobam,Duobam_4.8,7.19,Software
3192,Tresom,Tresom_2.0,1.4,Software
3193,Mat Lam Tam,Mat Lam Tam_7.4,3,Software
3194,Zontrax,Zontrax_9.7.8,5.36,Software
3195,Keylex,Keylex_6.2,3.5,Software
3196,Asoka,Asoka_5.3.7,3.66,Software
3197,Stim,Stim_2.8,5.55,Hardware
3198,Biodex,Biodex_0.78,5.06,Service
3199,Opela,Opela_6.6,4.18,Hardware
3200,Greenlam,Greenlam_0.4.8,1.27,Software
3201,Bigtax,Bigtax_9.27,7.15,Software
3202,Bigtax,Bigtax_2.0,6.25,Service
3203,Andalax,Andalax_0.7.8,2.59,Software
3204,Bitchip,Bitchip_0.2.9,6.78,Service
3205,Voltsillam,Voltsillam_0.84,0.63,Software
3206,Stronghold,Stronghold_7.0.5,3.42,Software
3207,Biodex,Biodex_5.1.2,6.27,Hardware
3208,Bitchip,Bitchip_0.6.2,7.48,Service
3209,Bytecard,Bytecard_8.2,6.5,Service
3210,Bitchip,Bitchip_0.8.8,2.34,Software
3211,Tempsoft,Tempsoft_7.6.2,0.27,Service
3212,Tin,Tin_0.78,1.54,Hardware
3213,Asoka,Asoka_2.5,0.61,Service
3214,Zathin,Zathin_0.2.4,3.61,Service
3215,Treeflex,Treeflex_8.1,9.34,Hardware
3216,Zoolab,Zoolab_1.9.8,3.76,Software
3217,Fixflex,Fixflex_9.9.5,3.33,Software
3218,Ventosanzap,Ventosanzap_9.70,5.62,Service
3219,Sonsing,Sonsing_0.2.3,8.23,Software
3220,Biodex,Biodex_0.6.2,3.3,Hardware
3221,Veribet,Veribet_8.03,9.27,Service
3222,Bitchip,Bitchip_0.8.9,6.74,Service
3223,Daltfresh,Daltfresh_0.8.9,4.79,Service
3224,Redhold,Redhold_7.1.9,5.92,Hardware
3225,Stronghold,Stronghold_9.0.4,6.17,Software
3226,Flowdesk,Flowdesk_0.9.4,6.06,Software
3227,Matsoft,Matsoft_1.9.7,7.44,Hardware
3228,Daltfresh,Daltfresh_7.8,7.03,Software
3229,Fixflex,Fixflex_0.2.5,7.56,Hardware
3230,Alpha,Alpha_3.6,4.86,Service
3231,Sub-Ex,Sub-Ex_2.5.5,8.28,Software
3232,Vagram,Vagram_3.41,0.07,Software
3233,Span,Span_0.4.8,7.36,Software
3234,Tresom,Tresom_0.2.1,8.43,Hardware
3235,Span,Span_0.81,9.91,Hardware
3236,Greenlam,Greenlam_0.59,0.98,Hardware
3237,Zontrax,Zontrax_0.61,7.99,Hardware
3238,Flowdesk,Flowdesk_5.0.8,8.13,Service
3239,Sub-Ex,Sub-Ex_0.6.8,0.85,Software
3240,Hatity,Hatity_4.2.1,0.78,Hardware
3241,Flexidy,Flexidy_3.1.2,0.39,Software
3242,Viva,Viva_0.3.1,9.45,Hardware
3243,Voltsillam,Voltsillam_0.86,8.69,Service
3244,Cardify,Cardify_4.52,4.48,Software
3245,Stim,Stim_6.6,2.33,Hardware
3246,Home Ing,Home Ing_1.2,4.67,Service
3247,Transcof,Transcof_2.9,1.66,Software
3248,Regrant,Regrant_5.2.7,4.44,Hardware
3249,Namfix,Namfix_0.6.0,7.29,Service
3250,Cardguard,Cardguard_7.11,7.88,Hardware
3251,Domainer,Domainer_6.5.1,0.8,Service
3252,Regrant,Regrant_4.58,3.04,Service
3253,Zontrax,Zontrax_0.93,5.88,Software
3254,Keylex,Keylex_0.64,0.84,Service
3255,Latlux,Latlux_4.5.2,7.55,Hardware
3256,Sub-Ex,Sub-Ex_2.86,5.56,Software
3257,Stringtough,Stringtough_3.4.9,5.88,Hardware
3258,Holdlamis,Holdlamis_0.9.3,5.67,Hardware
3259,Greenlam,Greenlam_3.0,0.78,Service
3260,Hatity,Hatity_5.8.8,5.11,Software
3261,Bamity,Bamity_0.6.8,6.42,Software
3262,Bamity,Bamity_7.10,5.25,Hardware
3263,Aerified,Aerified_2.0.8,2.74,Service
3264,Bigtax,Bigtax_0.94,4.51,Hardware
3265,Alphazap,Alphazap_5.9,0.69,Service
3266,Rank,Rank_0.9.5,7.57,Service
3267,Konklux,Konklux_5.8,4.14,Service
3268,Domainer,Domainer_6.0.1,9.14,Service
3269,Job,Job_0.7.6,6.8,Service
3270,Alphazap,Alphazap_1.7,8.42,Service
3271,Bytecard,Bytecard_6.3,7.76,Hardware
3272,Alpha,Alpha_0.75,7.56,Service
3273,Voyatouch,Voyatouch_0.7.6,9.34,Hardware
3274,Regrant,Regrant_4.7.7,0.16,Software
3275,Zaam-Dox,Zaam-Dox_5.41,6.33,Software
3276,Bitwolf,Bitwolf_2.84,1.51,Service
3277,Sonsing,Sonsing_2.8.3,7.78,Software
3278,Duobam,Duobam_0.1.4,7.72,Service
3279,Andalax,Andalax_2.9,5.31,Service
3280,Duobam,Duobam_8.40,3.92,Software
3281,Sub-Ex,Sub-Ex_0.31,7.94,Service
3282,Konklux,Konklux_6.6,7.47,Software
3283,Alphazap,Alphazap_1.9,3.64,Service
3284,Wrapsafe,Wrapsafe_6.48,4.8,Hardware
3285,Daltfresh,Daltfresh_1.4.5,8.04,Hardware
3286,Domainer,Domainer_0.19,9.37,Software
3287,Alpha,Alpha_0.5.3,8.92,Hardware
3288,Span,Span_3.5,2.83,Service
3289,Fixflex,Fixflex_0.8.1,6.41,Hardware
3290,Treeflex,Treeflex_7.4,9.85,Service
3291,Alpha,Alpha_0.8.0,8.95,Software
3292,Lotstring,Lotstring_0.24,7.38,Hardware
3293,Ronstring,Ronstring_0.33,8.63,Software
3294,Transcof,Transcof_7.4.5,3.74,Hardware
3295,Lotlux,Lotlux_0.66,5.61,Hardware
3296,Fintone,Fintone_8.56,5.92,Hardware
3297,Otcom,Otcom_0.56,7.72,Service
3298,Tres-Zap,Tres-Zap_0.84,2.34,Hardware
3299,Kanlam,Kanlam_2.74,8.5,Software
3300,Flowdesk,Flowdesk_5.5,7.16,Software
3301,Zamit,Zamit_0.24,2.84,Software
3302,Toughjoyfax,Toughjoyfax_1.8,8.85,Service
3303,Alpha,Alpha_4.2,5.67,Software
3304,Bytecard,Bytecard_0.41,1.08,Hardware
3305,Sonsing,Sonsing_3.01,6.14,Hardware
3306,Fixflex,Fixflex_8.2.3,0.06,Service
3307,It,It_2.7,4.69,Software
3308,Andalax,Andalax_0.9.3,5.97,Service
3309,Bamity,Bamity_1.7.9,1.4,Software
3310,Tin,Tin_0.48,0.96,Service
3311,Wrapsafe,Wrapsafe_8.5,4.84,Service
3312,Matsoft,Matsoft_3.0,0.92,Hardware
3313,Sonair,Sonair_0.13,5.64,Service
3314,Opela,Opela_1.4.6,9.55,Software
3315,Keylex,Keylex_2.6.7,2.52,Hardware
3316,Daltfresh,Daltfresh_9.0.9,0.38,Service
3317,Toughjoyfax,Toughjoyfax_6.3.2,6.29,Software
3318,Namfix,Namfix_8.9.7,0.79,Service
3319,Temp,Temp_0.29,9.48,Hardware
3320,Alpha,Alpha_0.72,7.04,Hardware
3321,Zoolab,Zoolab_6.1.1,1.9,Hardware
3322,Ronstring,Ronstring_6.7.9,4.26,Hardware
3323,Voltsillam,Voltsillam_5.9,4.93,Service
3324,Tin,Tin_0.71,6.82,Software
3325,Zontrax,Zontrax_3.34,1.47,Service
3326,Wrapsafe,Wrapsafe_9.3,9.53,Hardware
3327,Bitchip,Bitchip_0.1.6,2.94,Service
3328,Konklux,Konklux_9.9.1,7.73,Software
3329,Veribet,Veribet_0.2.8,5.13,Service
3330,Aerified,Aerified_0.5.6,5.54,Hardware
3331,Sub-Ex,Sub-Ex_9.2.9,6.88,Service
3332,Redhold,Redhold_7.2.8,4.37,Hardware
3333,Solarbreeze,Solarbreeze_7.6.9,2.65,Service
3334,Prodder,Prodder_7.8.0,8.35,Software
3335,Span,Span_0.5.3,2.53,Hardware
3336,It,It_7.2,5.38,Service
3337,Subin,Subin_0.1.1,0.54,Software
3338,Treeflex,Treeflex_7.9.7,8.45,Software
3339,Span,Span_0.89,0.92,Hardware
3340,Sonsing,Sonsing_3.52,3.95,Service
3341,Bitwolf,Bitwolf_1.56,7.44,Software
3342,Namfix,Namfix_7.26,0.52,Service
3343,Latlux,Latlux_8.1.7,0.95,Software
3344,Veribet,Veribet_2.6.5,5.87,Software
3345,Alphazap,Alphazap_6.40,7.06,Service
3346,Zathin,Zathin_7.7,6.56,Software
3347,Zoolab,Zoolab_0.12,2.59,Hardware
3348,Cardguard,Cardguard_0.89,6.64,Hardware
3349,Tin,Tin_1.0,1.91,Service
3350,Quo Lux,Quo Lux_4.8,2.82,Hardware
3351,Solarbreeze,Solarbreeze_0.21,6.45,Service
3352,Lotstring,Lotstring_9.69,4.12,Hardware
3353,Bamity,Bamity_0.58,5.16,Service
3354,Rank,Rank_0.1.2,4.28,Service
3355,Job,Job_8.2.9,5.24,Hardware
3356,Kanlam,Kanlam_4.7,1.99,Service
3357,Overhold,Overhold_0.9.8,6.77,Service
3358,Viva,Viva_5.3.4,7.67,Service
3359,Lotstring,Lotstring_0.3.4,2.26,Software
3360,Asoka,Asoka_0.8.2,7.37,Hardware
3361,Zoolab,Zoolab_0.9.7,4.71,Service
3362,It,It_2.0,6.91,Software
3363,Temp,Temp_0.97,1.45,Hardware
3364,Alpha,Alpha_1.1.6,2.2,Hardware
3365,Sonair,Sonair_0.3.9,5.34,Service
3366,It,It_8.66,3.68,Hardware
3367,Cardguard,Cardguard_0.90,3.09,Hardware
3368,Transcof,Transcof_0.88,1.86,Service
3369,Vagram,Vagram_3.82,9.11,Service
3370,Solarbreeze,Solarbreeze_8.5.6,2.53,Hardware
3371,Bamity,Bamity_8.2,0.09,Hardware
3372,Matsoft,Matsoft_0.46,8.34,Hardware
3373,Vagram,Vagram_0.4.1,4.98,Hardware
3374,Flexidy,Flexidy_0.27,5.38,Software
3375,Voyatouch,Voyatouch_3.4.0,5.78,Hardware
3376,Flowdesk,Flowdesk_6.6,2.34,Hardware
3377,Bamity,Bamity_0.4.1,9.97,Software
3378,Bitchip,Bitchip_0.44,2.81,Software
3379,Namfix,Namfix_0.71,3.02,Hardware
3380,It,It_8.7,1.43,Service
3381,Solarbreeze,Solarbreeze_0.81,4.93,Software
3382,Home Ing,Home Ing_0.1.6,8.33,Software
3383,Sonair,Sonair_5.8,5.37,Service
3384,Redhold,Redhold_8.31,9.15,Hardware
3385,Wrapsafe,Wrapsafe_8.88,8.9,Service
3386,Tin,Tin_5.9.1,3.14,Hardware
3387,Bigtax,Bigtax_0.1.1,8.11,Hardware
3388,Home Ing,Home Ing_7.00,3.74,Service
3389,Tresom,Tresom_8.26,1.56,Service
3390,Zathin,Zathin_0.3.1,4.84,Service
3391,Quo Lux,Quo Lux_4.3,7.22,Hardware
3392,Veribet,Veribet_9.2.2,2.95,Hardware
3393,Bytecard,Bytecard_6.18,3.56,Hardware
3394,Toughjoyfax,Toughjoyfax_3.46,4.31,Hardware
3395,Treeflex,Treeflex_6.8.1,8.38,Hardware
3396,Tempsoft,Tempsoft_0.5.1,3.36,Software
3397,Konklux,Konklux_2.4.4,6.9,Service
3398,Regrant,Regrant_0.4.9,0.71,Software
3399,Vagram,Vagram_5.3.3,2.68,Service
3400,Bytecard,Bytecard_6.2.1,7.87,Hardware
3401,Keylex,Keylex_1.6,0.14,Service
3402,Fintone,Fintone_0.1.7,5.88,Software
3403,Flowdesk,Flowdesk_2.7.2,0.24,Service
3404,Matsoft,Matsoft_0.6.8,2.53,Software
3405,Y-find,Y-find_6.6.0,3.93,Software
3406,Pannier,Pannier_4.3.3,4.24,Hardware
3407,Treeflex,Treeflex_0.7.9,8.89,Service
3408,Sub-Ex,Sub-Ex_0.59,7.36,Service
3409,Fixflex,Fixflex_1.2.5,4.79,Service
3410,Aerified,Aerified_2.1,9.56,Software
3411,Tin,Tin_2.84,4.45,Hardware
3412,Redhold,Redhold_0.8.6,1.04,Hardware
3413,Job,Job_0.21,1.51,Software
3414,Veribet,Veribet_0.14,9.06,Service
3415,Bamity,Bamity_9.30,2.08,Software
3416,Fintone,Fintone_8.5.0,3.42,Software
3417,Zaam-Dox,Zaam-Dox_0.86,3.85,Software
3418,Mat Lam Tam,Mat Lam Tam_3.9,10,Service
3419,Fixflex,Fixflex_9.3,6.29,Software
3420,Opela,Opela_1.3.6,3.23,Service
3421,Tres-Zap,Tres-Zap_7.34,9.55,Hardware
3422,Daltfresh,Daltfresh_0.8.1,0.59,Software
3423,Zoolab,Zoolab_4.9,3.28,Service
3424,Fix San,Fix San_0.7.0,5.77,Service
3425,Temp,Temp_0.12,3.25,Service
3426,Home Ing,Home Ing_5.56,5.04,Software
3427,Namfix,Namfix_0.1.0,3.05,Software
3428,Treeflex,Treeflex_0.5.4,7.64,Service
3429,Kanlam,Kanlam_0.3.0,8.56,Hardware
3430,Fix San,Fix San_0.9.5,1.58,Software
3431,Y-find,Y-find_3.4.5,7.04,Hardware
3432,Gembucket,Gembucket_7.28,6.58,Service
3433,Andalax,Andalax_7.4.2,5.94,Software
3434,Greenlam,Greenlam_7.12,0.44,Hardware
3435,Stim,Stim_0.41,7.81,Service
3436,Redhold,Redhold_0.85,5.78,Service
3437,Rank,Rank_0.6.9,9.83,Software
3438,Lotstring,Lotstring_2.35,7.34,Hardware
3439,Asoka,Asoka_9.6.4,6.71,Software
3440,Greenlam,Greenlam_0.42,7.77,Software
3441,Viva,Viva_4.8,8.77,Software
3442,Ronstring,Ronstring_0.80,5.8,Software
3443,Ronstring,Ronstring_9.10,7.05,Hardware
3444,Vagram,Vagram_0.68,0.47,Software
3445,Andalax,Andalax_5.9,3.05,Service
3446,Bitwolf,Bitwolf_8.9.5,9.59,Hardware
3447,Fintone,Fintone_0.31,1.4,Service
3448,Voltsillam,Voltsillam_9.4,1.63,Hardware
3449,Andalax,Andalax_5.64,0.17,Software
3450,Viva,Viva_0.2.2,2.2,Hardware
3451,Bamity,Bamity_0.5.9,0.55,Service
3452,Y-Solowarm,Y-Solowarm_9.6.9,5.9,Software
3453,Trippledex,Trippledex_0.6.4,6.59,Service
3454,Zathin,Zathin_2.4.7,0.17,Software
3455,Treeflex,Treeflex_0.8.6,2.56,Hardware
3456,Y-Solowarm,Y-Solowarm_1.3.3,6.24,Hardware
3457,Opela,Opela_0.36,1.39,Service
3458,Bamity,Bamity_0.22,8,Service
3459,Bitwolf,Bitwolf_0.91,4.88,Hardware
3460,Andalax,Andalax_0.7.6,0.42,Software
3461,It,It_8.3,8.5,Hardware
3462,Keylex,Keylex_0.44,4.56,Service
3463,Redhold,Redhold_9.2.8,9.95,Service
3464,Fixflex,Fixflex_6.2,1,Hardware
3465,Gembucket,Gembucket_2.1.4,0.35,Hardware
3466,Alphazap,Alphazap_1.6.5,2.76,Software
3467,Sonsing,Sonsing_0.1.8,3.43,Hardware
3468,Alphazap,Alphazap_2.0,1.64,Hardware
3469,Stringtough,Stringtough_0.33,8.33,Software
3470,Stronghold,Stronghold_7.03,9.64,Hardware
3471,Kanlam,Kanlam_3.6.0,8.77,Software
3472,Stim,Stim_0.3.3,4.73,Hardware
3473,Biodex,Biodex_0.77,0.56,Software
3474,Temp,Temp_1.64,3.61,Software
3475,Lotstring,Lotstring_9.19,8.44,Hardware
3476,Regrant,Regrant_7.6,7.63,Service
3477,Rank,Rank_9.5,5.06,Service
3478,Redhold,Redhold_0.48,5.23,Software
3479,Treeflex,Treeflex_0.9.4,1.29,Service
3480,Sonsing,Sonsing_0.41,1.15,Service
3481,Aerified,Aerified_8.55,1.86,Hardware
3482,Bitchip,Bitchip_2.3.4,4.82,Service
3483,Bitwolf,Bitwolf_3.8,1.58,Service
3484,Flexidy,Flexidy_1.3.5,3.57,Service
3485,Fixflex,Fixflex_3.8,4.86,Service
3486,Voltsillam,Voltsillam_0.7.3,1.01,Hardware
3487,Prodder,Prodder_0.18,6.46,Software
3488,Regrant,Regrant_5.2.0,0.84,Service
3489,Stringtough,Stringtough_0.2.4,4.15,Hardware
3490,Quo Lux,Quo Lux_7.6,6.74,Hardware
3491,Daltfresh,Daltfresh_0.28,7.85,Software
3492,Solarbreeze,Solarbreeze_4.4.6,8.2,Hardware
3493,Stronghold,Stronghold_3.2.7,7.57,Hardware
3494,Sub-Ex,Sub-Ex_0.63,3.45,Software
3495,Biodex,Biodex_3.5.5,4.49,Software
3496,Keylex,Keylex_0.7.8,4.05,Software
3497,Rank,Rank_0.53,4.41,Hardware
3498,Alphazap,Alphazap_0.64,2.44,Service
3499,Bitchip,Bitchip_0.9.0,5.48,Service
3500,Tres-Zap,Tres-Zap_0.32,4.42,Service
3501,Job,Job_0.8.1,5.18,Hardware
3502,Bamity,Bamity_0.41,5.48,Service
3503,Tin,Tin_9.1,9.64,Hardware
3504,Greenlam,Greenlam_2.1.4,7.1,Hardware
3505,Bitwolf,Bitwolf_6.0.1,5.65,Hardware
3506,Duobam,Duobam_6.4.8,6.6,Service
3507,Voyatouch,Voyatouch_0.2.7,7.02,Software
3508,Tresom,Tresom_1.18,5.47,Service
3509,Namfix,Namfix_0.49,5.65,Service
3510,Holdlamis,Holdlamis_0.17,9.04,Hardware
3511,Fixflex,Fixflex_0.72,4.6,Service
3512,Subin,Subin_0.28,9.08,Software
3513,Zaam-Dox,Zaam-Dox_0.22,2.33,Service
3514,Duobam,Duobam_3.8.7,4.3,Software
3515,Veribet,Veribet_7.0,4.2,Hardware
3516,Stringtough,Stringtough_0.5.8,6.89,Hardware
3517,Mat Lam Tam,Mat Lam Tam_3.15,6.67,Software
3518,Keylex,Keylex_0.1.1,5.65,Hardware
3519,Fintone,Fintone_6.18,1.16,Software
3520,Gembucket,Gembucket_3.62,6.78,Service
3521,Matsoft,Matsoft_9.6.2,9.15,Service
3522,Overhold,Overhold_0.7.0,1.5,Service
3523,Y-Solowarm,Y-Solowarm_1.0.0,4.18,Service
3524,Bitchip,Bitchip_0.8.1,2.35,Hardware
3525,Veribet,Veribet_8.45,4.95,Hardware
3526,Alphazap,Alphazap_0.5.9,6.47,Hardware
3527,Sonsing,Sonsing_1.0.3,2.95,Service
3528,Gembucket,Gembucket_6.86,0.72,Service
3529,Fixflex,Fixflex_3.7,3.29,Software
3530,It,It_1.2,6.11,Hardware
3531,Fintone,Fintone_0.91,4.94,Service
3532,Y-find,Y-find_0.39,2.42,Software
3533,Pannier,Pannier_0.75,7.89,Service
3534,Cardguard,Cardguard_0.8.6,9.14,Hardware
3535,Treeflex,Treeflex_7.35,0.53,Hardware
3536,Pannier,Pannier_0.67,4.5,Software
3537,Asoka,Asoka_6.1,4.07,Service
3538,Regrant,Regrant_9.2.9,3.58,Hardware
3539,Daltfresh,Daltfresh_0.75,7.96,Service
3540,Greenlam,Greenlam_0.87,3.07,Software
3541,Zontrax,Zontrax_6.9,5.29,Software
3542,Rank,Rank_7.90,3.96,Hardware
3543,Flowdesk,Flowdesk_5.60,2.35,Hardware
3544,Zamit,Zamit_0.70,0.32,Service
3545,Fixflex,Fixflex_1.69,8.31,Hardware
3546,Stronghold,Stronghold_5.0,7.95,Service
3547,Tresom,Tresom_0.1.2,8.03,Hardware
3548,Transcof,Transcof_0.6.7,6.42,Service
3549,Latlux,Latlux_6.6,4.83,Hardware
3550,Flowdesk,Flowdesk_0.8.1,5.37,Software
3551,Alphazap,Alphazap_0.6.6,5.39,Hardware
3552,Konklux,Konklux_6.8.3,1.42,Service
3553,Domainer,Domainer_5.66,1.27,Software
3554,Pannier,Pannier_0.4.4,5.38,Hardware
3555,Quo Lux,Quo Lux_1.67,7.97,Service
3556,Solarbreeze,Solarbreeze_0.44,3.59,Service
3557,Zoolab,Zoolab_4.47,5.76,Hardware
3558,Rank,Rank_6.5,2.96,Service
3559,Bamity,Bamity_5.10,6.13,Software
3560,Span,Span_2.1,0.93,Hardware
3561,Tresom,Tresom_0.49,9.68,Software
3562,It,It_8.7.3,0.88,Hardware
3563,Fix San,Fix San_0.95,2.42,Hardware
3564,Domainer,Domainer_0.4.2,6.24,Service
3565,Flexidy,Flexidy_9.5,7.44,Hardware
3566,Biodex,Biodex_2.8,8.26,Hardware
3567,Y-Solowarm,Y-Solowarm_4.25,4.18,Hardware
3568,Andalax,Andalax_8.9.9,2.59,Software
3569,Lotlux,Lotlux_3.3.2,9.83,Hardware
3570,Biodex,Biodex_4.8,8.54,Hardware
3571,Y-Solowarm,Y-Solowarm_0.8.0,0.47,Software
3572,Konklux,Konklux_6.9,5.75,Service
3573,Sub-Ex,Sub-Ex_3.8,1.97,Hardware
3574,Redhold,Redhold_1.0,8.48,Hardware
3575,Lotlux,Lotlux_7.59,3.77,Software
3576,Andalax,Andalax_0.71,0.39,Software
3577,Prodder,Prodder_9.4.1,9.18,Hardware
3578,Ronstring,Ronstring_7.7.0,7.49,Hardware
3579,Biodex,Biodex_2.2,5.18,Service
3580,Voltsillam,Voltsillam_0.88,6.78,Software
3581,Span,Span_7.8,8.53,Service
3582,Tampflex,Tampflex_0.7.9,4.68,Hardware
3583,Daltfresh,Daltfresh_8.55,8.77,Hardware
3584,Fintone,Fintone_4.3,1.94,Hardware
3585,Andalax,Andalax_0.4.2,0.03,Hardware
3586,Toughjoyfax,Toughjoyfax_6.59,6.63,Software
3587,Andalax,Andalax_0.8.4,2.48,Software
3588,Subin,Subin_0.99,3.98,Service
3589,Ronstring,Ronstring_5.26,1.75,Hardware
3590,Namfix,Namfix_8.6,4.37,Hardware
3591,Lotstring,Lotstring_0.7.2,7.3,Service
3592,Regrant,Regrant_5.97,7.33,Service
3593,Ronstring,Ronstring_0.1.7,3.4,Hardware
3594,Sonsing,Sonsing_5.68,1.9,Hardware
3595,Zaam-Dox,Zaam-Dox_0.6.4,1.59,Hardware
3596,Vagram,Vagram_1.2.6,9.06,Hardware
3597,Opela,Opela_0.6.3,4.72,Hardware
3598,Konklux,Konklux_0.8.1,0.16,Software
3599,Aerified,Aerified_2.67,4.41,Hardware
3600,Otcom,Otcom_2.97,1.35,Service
3601,Andalax,Andalax_0.2.4,3.14,Software
3602,Gembucket,Gembucket_6.3,9.48,Service
3603,Matsoft,Matsoft_0.38,9.45,Hardware
3604,Greenlam,Greenlam_0.48,2.48,Service
3605,It,It_8.71,3.62,Hardware
3606,Holdlamis,Holdlamis_8.9,2.71,Software
